Sensor Position (Degrees)	Light Intensity (Volts)
181.73333	0.05085
181.73333	0.05166
181.73333	0.04666
181.73333	0.04505
181.73333	0.04860
181.73333	0.04715
181.73333	0.04489
181.73333	0.04602
181.73333	0.04795
181.73333	0.04763
181.73333	0.05101
181.73333	0.04940
181.73333	0.05021
181.73333	0.05037
181.73333	0.04956
181.73333	0.04972
181.73333	0.05069
181.73333	0.04924
181.73333	0.04811
181.73333	0.04972
181.73333	0.05085
181.73333	0.04811
181.73333	0.05005
181.73333	0.04715
181.73333	0.04940
181.73333	0.04473
181.73333	0.05053
181.73333	0.04747
181.73333	0.05085
181.73333	0.04763
181.73333	0.05278
181.73333	0.04795
181.73333	0.04795
181.73333	0.04988
181.73333	0.04811
181.73333	0.04650
181.73333	0.04731
181.73333	0.04795
181.73333	0.04731
181.73333	0.04860
181.73333	0.04924
181.73333	0.05021
181.73333	0.04827
181.73333	0.04747
181.73333	0.04586
181.73333	0.04698
181.73333	0.04731
181.73333	0.04763
181.73333	0.04763
181.73333	0.04698
181.73333	0.04779
181.73333	0.04956
181.73333	0.04908
181.73333	0.05182
181.73333	0.05037
181.73333	0.04843
181.73333	0.05069
181.73333	0.04715
181.73333	0.05182
181.73333	0.05037
181.73333	0.05230
181.73333	0.05149
181.73333	0.05230
181.73333	0.05488
181.73333	0.05423
181.73333	0.05858
181.73333	0.05794
181.73333	0.06760
181.73333	0.05842
181.73333	0.06068
181.73333	0.05971
181.73333	0.06148
181.73333	0.05907
181.73333	0.05633
181.75000	0.05874
181.75000	0.06213
181.75000	0.06132
181.75000	0.05939
181.75000	0.06277
181.75000	0.06100
181.75000	0.06132
181.75000	0.06116
181.75000	0.06277
181.75000	0.06164
181.75000	0.06358
181.75000	0.06116
181.81667	0.06438
181.86667	0.06954
181.90000	0.06954
181.93333	0.07437
181.96667	0.07775
182.00000	0.09015
182.05000	0.10272
182.08333	0.12608
182.13333	0.11383
182.16667	0.11335
182.20000	0.13896
182.23333	0.14557
182.26667	0.12479
182.30000	0.10385
182.33333	0.11029
182.36667	0.13236
182.40000	0.14170
182.43333	0.12302
182.46667	0.10030
182.50000	0.07743
182.53333	0.06406
182.56667	0.05423
182.58333	0.04618
182.60000	0.04264
182.61667	0.03845
182.61667	0.03120
182.63333	0.03136
182.65000	0.02508
182.65000	0.02234
182.66667	0.02363
182.68333	0.01928
182.68333	0.01928
182.70000	0.01718
182.71667	0.01654
182.75000	0.01557
182.76667	0.01332
182.78333	0.01364
182.80000	0.01461
182.80000	0.01364
182.80000	0.01541
182.81667	0.01348
182.80000	0.01718
182.80000	0.01573
182.80000	0.01606
182.80000	0.01557
182.80000	0.01412
182.80000	0.01541
182.80000	0.01461
182.80000	0.01493
182.80000	0.01284
182.80000	0.01477
182.80000	0.01300
182.80000	0.01847
182.80000	0.01751
182.80000	0.01799
182.80000	0.01622
182.80000	0.01525
182.80000	0.01767
182.80000	0.01461
182.80000	0.01638
182.80000	0.01735
182.80000	0.01638
182.80000	0.01718
182.80000	0.01654
182.80000	0.01606
182.80000	0.01573
182.80000	0.01557
182.80000	0.01606
182.80000	0.01831
182.80000	0.01557
182.80000	0.01670
182.80000	0.01735
182.80000	0.01831
182.80000	0.01541
182.80000	0.01751
182.80000	0.01799
182.80000	0.01638
182.80000	0.01525
182.80000	0.01622
182.80000	0.01332
182.80000	0.01654
182.80000	0.01654
182.80000	0.01557
182.80000	0.01477
182.80000	0.01493
182.80000	0.01654
182.80000	0.02137
182.80000	0.03039
182.80000	0.14234
182.80000	0.84821
182.80000	0.82710
182.80000	0.36609
182.80000	0.21741
182.80000	0.22111
182.80000	0.22095
182.80000	0.20903
182.80000	0.15636
182.80000	0.12688
182.80000	0.03877
182.80000	0.01525
182.80000	0.00897
182.80000	0.01090
182.80000	0.00929
182.80000	0.00816
182.80000	0.01155
182.80000	0.01026
182.80000	0.01155
182.80000	0.00768
182.80000	0.00849
182.80000	0.00639
182.80000	0.00961
182.80000	0.01074
182.80000	0.01026
182.80000	0.02508
182.80000	0.03893
182.80000	0.13413
182.80000	0.40539
182.80000	0.79666
182.80000	0.88203
182.80000	0.80149
182.80000	0.38461
182.80000	0.26138
182.80000	0.18632
182.80000	0.11947
182.80000	0.06776
182.80000	0.06615
182.80000	0.12237
182.80000	0.19083
182.80000	0.28957
182.80000	0.88735
182.80000	0.37189
182.80000	0.03394
182.80000	0.01493
182.80000	0.01235
182.80000	0.01010
